# Synthetic kinetics t=5 min (nitroxide adduct)
# Microwave Frequency: 9.85 GHz
# Field unit: mT
Field_mT	Intensity
344.82769	-1.2653065e-03
344.83942	2.4988066e-02
344.85115	3.9764055e-02
344.86288	-1.0636419e-03
344.87461	-4.7792657e-03
344.88634	2.1244505e-02
344.89807	1.1732604e-03
344.90980	1.6271897e-02
344.92153	3.2032242e-02
344.93326	1.1207475e-02
344.94499	2.1769943e-02
344.95672	-4.6605037e-02
344.96845	2.1001952e-02
344.98018	-3.1631974e-03
344.99191	-1.8697053e-02
345.00364	-2.8987225e-03
345.01537	-2.3678745e-02
345.02710	-2.3404280e-02
345.03883	-4.0783551e-02
345.05056	-1.2751573e-02
345.06229	-2.7281182e-02
345.07403	-1.5984428e-02
345.08576	1.6192880e-02
345.09749	1.1754775e-03
345.10922	-2.5740176e-02
345.12095	9.0896273e-03
345.13268	1.9935175e-02
345.14441	5.0756397e-04
345.15614	2.6576570e-04
345.16787	-2.2863042e-03
345.17960	-2.0364136e-02
345.19133	2.0748689e-02
345.20306	9.1607669e-03
345.21479	-2.0197509e-03
345.22652	-1.3772978e-03
345.23825	-3.4065085e-03
345.24998	2.9479324e-02
345.26171	-6.4106502e-03
345.27344	-3.4791764e-02
345.28517	2.1737850e-03
345.29690	1.7312328e-02
345.30863	1.2839115e-02
345.32036	-8.5002377e-03
345.33209	-3.3454266e-02
345.34382	4.1007308e-02
345.35555	-2.0686836e-02
345.36728	1.8645649e-03
345.37901	-4.1843623e-03
345.39074	-1.4266464e-02
345.40247	-9.8792369e-03
345.41420	-2.3710780e-02
345.42593	-1.9728135e-02
345.43766	-1.1867083e-02
345.44939	-4.2739958e-03
345.46112	4.7248426e-02
345.47285	-2.1834554e-02
345.48458	2.0845053e-02
345.49631	-4.9157277e-04
345.50804	-1.0002304e-02
345.51977	-3.0733562e-02
345.53150	-3.4924535e-03
345.54323	-2.3297159e-02
345.55496	3.2467183e-03
345.56669	4.7036683e-03
345.57842	-2.6724061e-02
345.59015	2.0783814e-02
345.60188	-5.5142839e-03
345.61361	-1.2801084e-03
345.62534	4.0366780e-03
345.63707	-9.1295816e-03
345.64881	1.9607688e-02
345.66054	3.1578535e-02
345.67227	2.9011547e-03
345.68400	1.8229707e-02
345.69573	3.8079733e-02
345.70746	1.4081878e-02
345.71919	-4.0729375e-03
345.73092	2.4748630e-02
345.74265	3.4671030e-03
345.75438	-3.0405068e-03
345.76611	-2.8328499e-02
345.77784	3.5468250e-03
345.78957	-1.6604027e-02
345.80130	5.5297066e-03
345.81303	-4.2267773e-02
345.82476	-2.3810355e-02
345.83649	2.9527302e-02
345.84822	3.5156235e-02
345.85995	7.1557664e-03
345.87168	5.2219843e-03
345.88341	-4.7690237e-02
345.89514	8.5413192e-03
345.90687	-1.4888072e-02
345.91860	-4.5460796e-02
345.93033	-2.2267766e-02
345.94206	-2.3573259e-02
345.95379	1.1578236e-02
345.96552	1.8755460e-03
345.97725	4.6636609e-02
345.98898	2.8390336e-02
346.00071	5.2703306e-05
346.01244	9.7633224e-03
346.02417	-2.6079885e-02
346.03590	1.6324271e-02
346.04763	-7.6443914e-03
346.05936	2.7842352e-03
346.07109	6.4975516e-03
346.08282	7.4474529e-04
346.09455	-8.5320161e-03
346.10628	1.4959773e-02
346.11801	1.5547644e-02
