# Synthetic kinetics t=20 min (nitroxide adduct)
# Microwave Frequency: 9.85 GHz
# Field unit: mT
Field_mT	Intensity
344.82769	-1.2618424e-02
344.83942	1.8587188e-02
344.85115	6.8075957e-04
344.86288	-1.4316145e-02
344.87461	3.5110958e-02
344.88634	-1.8973147e-02
344.89807	-8.3766344e-03
344.90980	2.8934087e-02
344.92153	-1.5496740e-02
344.93326	3.0350141e-03
344.94499	-1.1441491e-02
344.95672	2.3590015e-02
344.96845	7.1132484e-03
344.98018	-1.7366180e-02
344.99191	-1.2338247e-02
345.00364	2.5718107e-02
345.01537	1.6384757e-03
345.02710	2.9905987e-02
345.03883	-2.7025333e-02
345.05056	2.2392220e-02
345.06229	-1.8762245e-02
345.07403	-5.5078674e-03
345.08576	-4.2530573e-03
345.09749	-6.7629368e-03
345.10922	-2.5456345e-02
345.12095	-4.6339503e-04
345.13268	6.3514580e-03
345.14441	1.2175363e-02
345.15614	2.6165226e-02
345.16787	-2.1954149e-02
345.17960	1.0534741e-02
345.19133	-1.2010083e-02
345.20306	7.9712527e-03
345.21479	8.4282387e-03
345.22652	-4.6499038e-03
345.23825	4.9337490e-03
345.24998	-1.1510634e-03
345.26171	-3.1618159e-03
345.27344	4.2667750e-02
345.28517	-1.9011088e-02
345.29690	-1.1490783e-02
345.30863	-1.2880827e-02
345.32036	1.1188215e-02
345.33209	-3.1404437e-03
345.34382	2.9075277e-03
345.35555	2.9755367e-02
345.36728	-1.0419313e-02
345.37901	-1.3581557e-02
345.39074	4.6561132e-02
345.40247	-3.2804916e-02
345.41420	-1.0567509e-02
345.42593	-5.0105288e-02
345.43766	-2.3175848e-02
345.44939	4.1268755e-03
345.46112	3.1817044e-02
345.47285	-2.3408446e-02
345.48458	-2.7289180e-02
345.49631	-6.2341251e-03
345.50804	3.9284713e-04
345.51977	-1.1290957e-02
345.53150	-1.4446767e-02
345.54323	2.9596780e-02
345.55496	3.0404641e-03
345.56669	1.4322023e-02
345.57842	-2.5871567e-02
345.59015	-7.4628281e-03
345.60188	-3.6849947e-02
345.61361	6.8504025e-03
345.62534	-6.9095722e-03
345.63707	-6.3171596e-03
345.64881	3.3684393e-03
345.66054	-3.7128176e-02
345.67227	-3.4327502e-02
345.68400	8.0423762e-03
345.69573	-1.4439558e-02
345.70746	1.7621768e-02
345.71919	-9.4002668e-03
345.73092	-3.1604122e-02
345.74265	-2.0393195e-02
345.75438	-1.8772613e-02
345.76611	-1.7313844e-03
345.77784	-7.1964543e-03
345.78957	-3.1454463e-03
345.80130	-2.4257275e-02
345.81303	-9.3903866e-03
345.82476	2.5508895e-02
345.83649	2.0227067e-02
345.84822	-2.0449972e-02
345.85995	-7.3099367e-03
345.87168	-1.7269009e-02
345.88341	4.9349029e-03
345.89514	-6.0368697e-03
345.90687	-1.8733325e-02
345.91860	2.3403172e-03
345.93033	-2.6701410e-02
345.94206	-4.7017258e-03
345.95379	1.3158583e-02
345.96552	1.6088155e-02
345.97725	6.1646004e-03
345.98898	-1.2754321e-02
346.00071	2.0540223e-02
346.01244	3.0609321e-02
346.02417	2.0978869e-02
346.03590	8.9783268e-03
346.04763	-6.9423878e-03
346.05936	-6.2802632e-03
346.07109	1.8301426e-04
346.08282	-1.5571743e-02
346.09455	-1.5219472e-02
346.10628	-1.4673122e-02
346.11801	3.3244655e-02
346.12974	-1.4237035e-02
346.14147	-2.5132077e-03
346.15320	-2.3571526e-02
346.16493	-2.2794253e-02
346.17666	2.2693136e-02
346.18839	-6.6920999e-03
346.20012	-8.8709829e-03
346.21185	1.5042320e-03
346.22359	2.2255045e-02
346.23532	1.9096124e-02
346.24705	-1.3526213e-02
346.25878	2.9066310e-03
346.27051	1.0109999e-02
346.28224	1.1480002e-02
346.29397	-7.8218501e-03
346.30570	2.7192239e-02
346.31743	-8.3906240e-03
346.32916	-5.6654184e-02
346.34089	2.4751192e-02
346.35262	4.4485466e-05
346.36435	-2.8300199e-02
346.37608	-1.6858997e-02
346.38781	2.4397712e-02
346.39954	-1.4901214e-02
346.41127	-9.2788324e-03
346.42300	-1.6806418e-02
346.43473	3.9509189e-02
346.44646	2.8930052e-03
346.45819	2.7978924e-02
346.46992	2.9600547e-02
346.48165	-3.5332538e-03
346.49338	-1.2729927e-02
346.50511	-8.0254429e-03
346.51684	-2.3666788e-02
346.52857	1.1303166e-02
346.54030	2.1866827e-02
346.55203	3.9886871e-02
346.56376	-3.3417474e-02
346.57549	-1.2665257e-02
346.58722	1.2131650e-03
346.59895	4.3726304e-02
346.61068	-2.6513507e-03
346.62241	9.4808637e-03
346.63414	-9.7483760e-03
346.64587	-1.5556162e-02
346.65760	2.8758216e-03
346.66933	4.8170897e-04
346.68106	2.7399814e-02
346.69279	-2.4830114e-02
346.70452	-4.0342277e-03
346.71625	-4.5183450e-03
346.72798	1.3283377e-03
346.73971	2.2880293e-02
346.75144	3.3729444e-02
346.76317	-6.9496771e-03
346.77490	-1.7019772e-02
346.78663	-1.1494650e-02
346.79837	1.1085117e-02
346.81010	-2.5564670e-02
346.82183	5.8809209e-02
346.83356	-1.4730423e-02
346.84529	1.8551149e-02
346.85702	7.3106208e-03
346.86875	3.1274412e-02
346.88048	-2.2132726e-03
346.89221	-2.1998213e-02
346.90394	7.8266832e-03
346.91567	-2.4424173e-02
346.92740	-2.9896073e-02
346.93913	2.7079970e-02
346.95086	1.3518875e-02
346.96259	2.6770388e-03
346.97432	5.0575579e-03
346.98605	-1.8241024e-02
346.99778	-1.9441822e-03
347.00951	1.3979793e-05
347.02124	-3.7171236e-02
347.03297	-1.3750261e-02
347.04470	2.9683883e-02
347.05643	6.6849633e-03
347.06816	-7.5884005e-03
347.07989	-1.3522931e-02
347.09162	-4.6497715e-02
347.10335	-1.1488776e-02
347.11508	2.8125742e-03
347.12681	1.0460808e-02
347.13854	-9.5934135e-03
347.15027	2.0866056e-02
347.16200	-2.9803867e-02
347.17373	1.8446482e-02
347.18546	-3.3596196e-02
347.19719	-4.0796503e-02
347.20892	3.8368295e-03
347.22065	2.4580163e-02
347.23238	-1.0005814e-02
347.24411	4.4249215e-02
347.25584	2.0909494e-03
347.26757	-1.2494796e-02
347.27930	2.0043116e-03
347.29103	-1.4221329e-03
347.30276	1.6007506e-02
347.31449	-3.9845012e-02
347.32622	-4.3900870e-04
347.33795	-1.5392162e-02
347.34968	-1.0402450e-02
347.36142	5.8763871e-03
347.37315	1.3188249e-02
347.38488	7.0595025e-03
347.39661	-2.0922913e-02
347.40834	9.8304125e-03
347.42007	1.7203981e-02
347.43180	-1.4643079e-02
347.44353	-1.0175751e-03
347.45526	-9.9656944e-03
347.46699	1.2804351e-02
347.47872	-4.8630689e-03
347.49045	-1.8700286e-02
347.50218	-3.1569677e-02
347.51391	-8.8828578e-03
347.52564	-2.8607227e-03
347.53737	-3.4329862e-02
347.54910	2.0250212e-02
347.56083	3.8051621e-03
347.57256	7.2140240e-04
347.58429	-9.5411350e-03
347.59602	-1.1242564e-02
347.60775	1.6073774e-02
347.61948	2.3948840e-02
347.63121	-3.3051302e-03
347.64294	-2.0003049e-03
347.65467	-4.1376796e-02
347.66640	6.2971403e-04
347.67813	2.5359542e-02
347.68986	1.4690222e-02
347.70159	8.4037594e-03
347.71332	-3.5388005e-02
347.72505	1.0289188e-02
347.73678	-3.6296268e-02
347.74851	8.4594146e-03
347.76024	1.8475267e-03
347.77197	2.7427286e-02
347.78370	-8.8282528e-03
347.79543	4.3889952e-02
347.80716	-1.9426318e-03
347.81889	1.6527132e-04
347.83062	3.8603694e-03
347.84235	2.1945872e-02
347.85408	8.4196329e-04
347.86581	6.0527016e-02
347.87754	4.5274491e-02
347.88927	3.9171631e-02
347.90100	2.6921164e-02
347.91273	9.9738906e-03
347.92446	-1.4714564e-03
347.93620	2.8241271e-02
347.94793	2.2187170e-02
347.95966	-3.0128224e-03
347.97139	3.7637628e-03
347.98312	-3.4817997e-02
347.99485	-4.1369324e-03
348.00658	2.7061104e-02
348.01831	-1.7426166e-02
348.03004	-3.6188354e-03
348.04177	3.9823415e-02
348.05350	-3.6946999e-02
348.06523	4.6205340e-03
348.07696	9.7548378e-04
348.08869	-7.0770431e-03
348.10042	-8.1452703e-03
348.11215	-2.6821058e-02
348.12388	8.9382569e-03
348.13561	-4.5294422e-03
348.14734	-1.6237983e-02
348.15907	1.5305128e-02
348.17080	2.2620302e-02
348.18253	9.5237922e-03
348.19426	2.3125624e-02
348.20599	-1.4895527e-02
348.21772	-2.5019655e-02
348.22945	2.3386917e-02
348.24118	1.3828757e-02
348.25291	1.2744344e-02
348.26464	7.1108635e-03
348.27637	-5.4840917e-03
348.28810	1.2991866e-02
348.29983	2.2382937e-02
348.31156	1.1648524e-02
348.32329	1.0838985e-04
348.33502	1.8839164e-02
348.34675	3.1902853e-02
348.35848	-3.9546289e-02
348.37021	-2.4664421e-02
348.38194	1.9229979e-02
348.39367	1.3870506e-02
348.40540	-2.2623482e-03
348.41713	-1.7529384e-02
348.42886	1.2196304e-02
348.44059	-3.2222547e-02
348.45232	1.4216146e-02
348.46405	-1.3259295e-02
348.47578	-1.1051150e-02
348.48751	-9.2395554e-04
348.49924	-3.1855004e-02
348.51098	-9.7269622e-03
348.52271	-1.0940035e-02
348.53444	6.0614225e-03
348.54617	-3.3297820e-02
348.55790	1.7697070e-02
348.56963	2.3157621e-02
348.58136	3.4710903e-02
348.59309	8.6890046e-03
348.60482	-1.3475950e-02
348.61655	-1.8432794e-02
348.62828	-2.3389422e-02
348.64001	-6.2718410e-04
348.65174	5.0042759e-03
348.66347	-2.0858833e-02
348.67520	-1.4529059e-02
348.68693	-1.5532515e-02
348.69866	-3.6813912e-02
348.71039	1.9834433e-02
348.72212	-5.6072540e-03
348.73385	2.9425204e-02
348.74558	-1.7784259e-02
348.75731	1.6599050e-02
348.76904	-4.0026972e-03
348.78077	9.6917148e-03
348.79250	3.8914400e-02
348.80423	7.4920227e-03
348.81596	2.7965217e-02
348.82769	-3.0036894e-02
348.83942	-3.5258952e-02
348.85115	1.3403537e-02
348.86288	3.8051240e-03
348.87461	3.2759515e-02
348.88634	-1.6932364e-02
348.89807	2.9895720e-02
348.90980	-1.2775701e-02
348.92153	-1.4852920e-02
348.93326	-1.6709953e-02
348.94499	-1.3334237e-02
348.95672	1.4236802e-02
348.96845	3.8613217e-03
348.98018	2.5128895e-02
348.99191	4.3398697e-02
349.00364	-1.0992209e-02
349.01537	1.0823295e-02
349.02710	8.0891142e-03
349.03883	-8.8762688e-03
349.05056	4.1372832e-02
349.06229	3.9560385e-02
349.07403	4.0121484e-02
349.08576	7.3639035e-03
349.09749	4.8498467e-02
349.10922	8.2119921e-02
349.12095	5.9477101e-02
349.13268	9.5859469e-02
349.14441	1.2309910e-01
349.15614	1.7078600e-01
349.16787	2.0754118e-01
349.17960	2.6874809e-01
349.19133	3.6996426e-01
349.20306	4.9048802e-01
349.21479	5.5819545e-01
349.22652	6.6171598e-01
349.23825	7.2864470e-01
349.24998	6.6126440e-01
349.26171	5.2514189e-01
349.27344	2.7198370e-01
349.28517	-9.3099927e-02
349.29690	-4.2892802e-01
349.30863	-6.2547614e-01
