# Synthetic kinetics t=30 min (nitroxide adduct)
# Microwave Frequency: 9.85 GHz
# Field unit: mT
Field_mT	Intensity
344.82769	4.7008619e-03
344.83942	1.8918536e-02
344.85115	-1.4916647e-02
344.86288	4.2317022e-03
344.87461	1.2462784e-03
344.88634	2.8369692e-02
344.89807	2.4467264e-03
344.90980	2.6197117e-03
344.92153	-2.2908085e-02
344.93326	-1.1980467e-04
344.94499	-1.1033240e-02
344.95672	-1.7888950e-03
344.96845	-3.5517182e-02
344.98018	-9.5748738e-03
344.99191	-2.3607238e-02
345.00364	-2.3025449e-02
345.01537	2.6223987e-02
345.02710	-1.0694979e-02
345.03883	1.4341846e-02
345.05056	-1.8962433e-02
345.06229	1.3839142e-02
345.07403	-1.1499321e-02
345.08576	2.1383318e-02
345.09749	-1.7924222e-02
345.10922	3.3199923e-04
345.12095	-5.5898000e-03
345.13268	-7.5276573e-03
345.14441	-1.8172964e-02
345.15614	3.2616593e-02
345.16787	-3.2638264e-02
345.17960	-3.1646091e-02
345.19133	-6.5982654e-03
345.20306	4.9545053e-02
345.21479	7.2298210e-04
345.22652	-2.8453724e-02
345.23825	-2.1260336e-02
345.24998	2.4306599e-02
345.26171	1.7844586e-02
345.27344	-1.5248824e-02
345.28517	-7.2815610e-04
345.29690	7.3789091e-03
345.30863	4.1171386e-03
345.32036	-1.9076181e-02
345.33209	-1.3124647e-02
345.34382	-2.2553716e-02
345.35555	2.3467289e-02
345.36728	-1.1627788e-02
345.37901	2.2493081e-02
345.39074	3.4037769e-02
345.40247	-1.7056536e-02
345.41420	4.8240744e-03
345.42593	1.6249062e-02
345.43766	3.2308305e-02
345.44939	-1.7854391e-02
345.46112	1.9409507e-02
345.47285	-1.5880455e-04
345.48458	-7.3833917e-03
345.49631	-1.0716745e-02
345.50804	4.1486075e-03
345.51977	-7.4830802e-03
345.53150	1.3653556e-02
345.54323	7.1660208e-03
345.55496	9.0754275e-03
345.56669	7.1129027e-03
345.57842	-2.0909986e-02
345.59015	1.2196259e-02
345.60188	3.0735116e-02
345.61361	-1.4069108e-02
345.62534	-1.2491717e-02
345.63707	3.2396741e-03
345.64881	-1.3256852e-03
345.66054	3.9408121e-03
345.67227	-1.0039377e-02
345.68400	1.6259904e-02
345.69573	-6.0514024e-03
345.70746	2.7637959e-04
345.71919	-8.0039736e-03
345.73092	-1.3803354e-02
345.74265	6.9351274e-03
345.75438	-8.5921397e-03
345.76611	-2.5322925e-02
345.77784	-1.0612414e-02
345.78957	-2.1546386e-02
345.80130	9.0335161e-03
345.81303	-3.7650932e-02
345.82476	2.3719100e-02
345.83649	2.5918313e-02
345.84822	-1.9749146e-02
345.85995	-2.3111086e-02
345.87168	2.0688225e-02
345.88341	6.4824126e-03
345.89514	1.1463981e-02
345.90687	6.3917166e-06
345.91860	-2.2330754e-02
345.93033	7.0253290e-03
345.94206	2.1225411e-02
345.95379	4.6292467e-03
345.96552	-1.0183390e-02
345.97725	7.0831228e-03
345.98898	-3.0842701e-02
346.00071	-4.0281506e-02
346.01244	1.8840584e-02
346.02417	-2.5189057e-03
346.03590	-1.2480827e-02
346.04763	-3.1940060e-02
346.05936	2.7381355e-02
346.07109	-2.4595174e-02
346.08282	-6.3491815e-03
346.09455	4.3408019e-03
346.10628	-1.1623557e-02
346.11801	-1.0302987e-03
346.12974	-1.1608569e-02
346.14147	1.0857848e-02
346.15320	2.0980168e-02
346.16493	2.3177262e-02
346.17666	-2.2728792e-02
346.18839	2.6348471e-02
346.20012	-9.0643621e-03
346.21185	-1.9205235e-02
346.22359	-1.7325129e-02
346.23532	1.6082327e-03
346.24705	-3.6157459e-03
346.25878	2.0352792e-02
346.27051	-8.0125339e-03
346.28224	-1.1721382e-02
346.29397	-2.1572705e-02
346.30570	1.5412354e-02
346.31743	3.6845051e-03
346.32916	1.5250328e-02
346.34089	-7.2817516e-03
346.35262	-2.4826971e-02
346.36435	1.5306204e-02
346.37608	1.2261143e-02
346.38781	-9.1829989e-03
346.39954	-1.2059719e-02
346.41127	1.0311104e-02
346.42300	-2.0160893e-03
346.43473	-1.7157427e-03
346.44646	-1.0337318e-03
346.45819	7.1196313e-03
346.46992	4.7657428e-02
346.48165	-4.6876322e-02
346.49338	-1.5130700e-02
346.50511	-2.9885807e-02
346.51684	-4.4932134e-02
346.52857	-1.7185352e-02
346.54030	1.5464475e-03
346.55203	2.4137526e-02
346.56376	7.5997507e-03
346.57549	-1.9217508e-04
346.58722	6.5150566e-03
346.59895	2.2543411e-03
346.61068	-3.5301641e-03
346.62241	-3.4021235e-02
346.63414	1.5013271e-02
346.64587	3.5445791e-03
346.65760	-1.6019451e-02
346.66933	-2.2392718e-02
346.68106	-2.2563844e-02
346.69279	2.7323497e-02
346.70452	-3.4340062e-02
346.71625	-8.6109110e-03
346.72798	-4.1868895e-02
346.73971	-9.0778724e-03
346.75144	-9.5480079e-03
346.76317	-4.6447767e-03
346.77490	1.3343853e-02
346.78663	4.3180446e-02
346.79837	-2.7003068e-02
346.81010	2.1015832e-03
346.82183	-2.1538916e-02
346.83356	3.1702866e-04
346.84529	-6.1283252e-03
346.85702	4.0144323e-03
346.86875	-1.3283494e-02
346.88048	-2.0208861e-02
346.89221	1.8335507e-03
346.90394	2.8834417e-03
346.91567	9.7730053e-03
346.92740	-3.4272487e-03
346.93913	-4.4187894e-03
346.95086	2.5580868e-02
346.96259	-6.0057540e-03
346.97432	-4.7016445e-03
346.98605	1.8374916e-03
346.99778	2.8552180e-02
347.00951	-3.6960744e-02
347.02124	4.6821992e-02
347.03297	5.6607191e-03
347.04470	-2.9247711e-04
347.05643	1.0761182e-02
347.06816	3.0453799e-02
347.07989	-2.0990064e-02
347.09162	2.9226824e-03
347.10335	4.4979598e-03
347.11508	-5.1376182e-03
347.12681	-2.8685756e-02
347.13854	6.9232827e-03
347.15027	-2.8663616e-02
347.16200	9.7689722e-03
347.17373	1.3423566e-03
347.18546	-8.8617148e-03
347.19719	-3.3470498e-02
347.20892	1.2716603e-02
347.22065	9.5848450e-03
347.23238	-2.3069167e-02
347.24411	-1.4033664e-02
347.25584	-3.7278483e-02
347.26757	2.9180218e-02
347.27930	1.8432843e-03
347.29103	-2.8947751e-02
347.30276	2.3966843e-03
347.31449	-3.5029556e-03
347.32622	-6.7197726e-03
347.33795	2.1580465e-02
347.34968	-2.2454031e-02
347.36142	2.8828761e-02
347.37315	3.8550101e-03
347.38488	-2.5299037e-02
347.39661	-4.4275062e-03
347.40834	1.0178296e-02
347.42007	6.1912672e-03
347.43180	7.7158902e-03
347.44353	1.8867155e-02
347.45526	1.9323581e-02
347.46699	2.7851643e-02
347.47872	-2.3092771e-02
347.49045	2.7630056e-02
347.50218	-2.1445132e-02
347.51391	2.7936328e-03
347.52564	1.7114971e-04
347.53737	6.8101594e-03
347.54910	-2.8203191e-04
347.56083	3.5980922e-03
347.57256	-2.6617438e-02
347.58429	-2.0468873e-02
347.59602	-4.5250281e-03
347.60775	-2.5210314e-02
347.61948	1.2931834e-02
347.63121	2.1384114e-02
347.64294	-3.5862652e-02
347.65467	-3.3449376e-02
347.66640	-7.4953624e-03
347.67813	3.8961063e-03
347.68986	-1.5831842e-02
347.70159	1.9981097e-02
347.71332	-1.4410272e-02
347.72505	-2.2416784e-02
347.73678	-1.5219337e-02
347.74851	3.9973753e-02
347.76024	2.3846612e-02
347.77197	1.7191107e-02
347.78370	1.0738224e-02
347.79543	-2.6234438e-02
347.80716	1.5909878e-03
347.81889	2.3593366e-02
347.83062	-1.3098394e-02
347.84235	9.6621864e-04
347.85408	2.3394059e-02
347.86581	1.8980052e-02
347.87754	3.2911130e-02
347.88927	6.2063571e-03
347.90100	-3.0825384e-03
347.91273	-1.6383140e-02
347.92446	2.1144069e-02
347.93620	-1.0227730e-02
347.94793	3.9401041e-03
347.95966	1.1704034e-02
347.97139	-2.7514694e-02
347.98312	4.3541690e-03
347.99485	-2.0744598e-02
348.00658	4.7565342e-03
348.01831	-1.7472673e-02
348.03004	4.1417470e-02
348.04177	2.5990843e-02
348.05350	6.7129088e-03
348.06523	1.8037610e-02
348.07696	-8.9480473e-03
348.08869	3.0384686e-02
348.10042	1.6741084e-02
348.11215	2.8680971e-03
348.12388	1.2917407e-02
348.13561	8.3713498e-03
348.14734	3.0353645e-02
348.15907	-8.3365752e-03
348.17080	1.0558108e-04
348.18253	-1.9181398e-02
348.19426	-8.2799002e-03
348.20599	1.0910460e-02
348.21772	1.1704389e-02
348.22945	-5.5950952e-03
348.24118	-6.6432049e-03
348.25291	-1.8656523e-02
348.26464	-1.9404942e-02
348.27637	-2.8683422e-02
348.28810	-3.9929249e-02
348.29983	3.6505317e-03
348.31156	-1.6666085e-02
348.32329	-3.8438612e-05
348.33502	1.3906185e-02
348.34675	-2.8068117e-02
348.35848	3.8364441e-02
348.37021	6.0941843e-04
348.38194	-3.2173505e-02
348.39367	2.7614120e-02
348.40540	-1.1183764e-03
348.41713	-4.1178553e-03
348.42886	-4.3493992e-04
348.44059	-1.0315774e-03
348.45232	-1.3571354e-02
348.46405	-5.3237853e-03
348.47578	-1.3953649e-02
348.48751	2.6000593e-02
348.49924	-2.0145426e-03
348.51098	8.6362641e-03
348.52271	-2.0812437e-02
348.53444	1.7289689e-02
348.54617	-7.7607993e-03
348.55790	-8.6675087e-03
348.56963	1.8716508e-03
348.58136	6.8013657e-03
348.59309	2.4898635e-02
348.60482	9.8928625e-03
348.61655	1.0063352e-03
348.62828	-1.4528285e-02
348.64001	8.5233221e-03
348.65174	2.6419645e-02
348.66347	7.9652595e-03
348.67520	-2.7713192e-02
348.68693	-3.7333526e-02
348.69866	-1.0538965e-02
348.71039	-6.5120295e-03
348.72212	-4.6204813e-02
348.73385	-1.0129809e-04
348.74558	-2.6350209e-02
348.75731	-1.1913037e-02
348.76904	9.4500657e-04
348.78077	1.3466586e-03
348.79250	2.1453346e-02
348.80423	1.1979818e-02
348.81596	8.7142886e-03
348.82769	-2.8969004e-02
348.83942	2.2964366e-02
348.85115	-4.0840565e-02
348.86288	1.8717657e-03
348.87461	-3.4076394e-03
348.88634	1.3526508e-02
348.89807	-5.5418034e-03
348.90980	2.0613141e-02
348.92153	-9.3573053e-04
348.93326	-2.1863849e-02
348.94499	2.8517636e-02
348.95672	2.5008315e-02
348.96845	-1.7608461e-02
348.98018	6.3189430e-03
348.99191	9.0852268e-03
349.00364	2.0002285e-02
349.01537	9.9323551e-03
349.02710	1.9796341e-03
349.03883	-1.0634501e-03
349.05056	1.8153673e-02
349.06229	1.6218362e-02
349.07403	7.3235205e-03
349.08576	-1.4011865e-03
349.09749	9.2234829e-03
349.10922	1.4085808e-02
349.12095	1.8754281e-02
349.13268	7.9952336e-02
349.14441	6.2690859e-02
349.15614	1.2485340e-01
349.16787	1.1663540e-01
349.17960	1.5395070e-01
349.19133	1.6682216e-01
349.20306	2.5999404e-01
349.21479	3.1155166e-01
349.22652	3.8751983e-01
349.23825	3.7044339e-01
349.24998	4.2096712e-01
349.26171	2.8138776e-01
349.27344	1.3888180e-01
349.28517	-4.5029979e-02
349.29690	-2.1814595e-01
349.30863	-3.4517587e-01
349.32036	-4.1982106e-01
349.33209	-3.8861041e-01
349.34382	-3.8213628e-01
349.35555	-2.9465923e-01
349.36728	-2.1326616e-01
349.37901	-1.7523687e-01
349.39074	-1.5666293e-01
349.40247	-9.0048756e-02
349.41420	-8.5078645e-02
349.42593	-3.3509718e-02
349.43766	-5.3080520e-02
349.44939	3.6177820e-03
349.46112	-1.7124422e-02
349.47285	-3.0546627e-02
349.48458	-1.2280477e-02
349.49631	3.9633339e-03
349.50804	1.0612902e-02
349.51977	-1.8287275e-02
349.53150	-4.1866937e-02
349.54323	1.2786532e-02
349.55496	-2.7207613e-02
349.56669	5.9147847e-03
349.57842	-2.7796715e-02
349.59015	9.2031782e-03
349.60188	2.2784788e-02
349.61361	3.6502566e-03
349.62534	-5.2663928e-03
349.63707	-4.5129839e-02
349.64881	2.1970105e-03
349.66054	-1.1948043e-02
349.67227	-3.3825569e-03
349.68400	2.2332864e-02
349.69573	6.0411477e-04
349.70746	3.5691625e-03
349.71919	2.6570866e-03
349.73092	-1.2907154e-03
349.74265	-7.6278023e-03
349.75438	-3.8178762e-03
349.76611	-2.0305333e-02
349.77784	5.0508169e-03
349.78957	-2.6795577e-02
349.80130	5.3155985e-03
349.81303	4.8393841e-02
349.82476	3.2738124e-03
349.83649	1.4374493e-02
349.84822	-1.1966605e-02
349.85995	6.6935013e-03
349.87168	1.3130668e-02
349.88341	1.1058553e-02
349.89514	-1.9640859e-03
349.90687	-1.3030240e-02
349.91860	-1.2718090e-02
349.93033	3.2258539e-02
349.94206	4.1489863e-03
349.95379	-9.7145013e-03
349.96552	9.6790507e-03
349.97725	-1.0764699e-02
349.98898	6.7804971e-03
350.00071	1.3496699e-02
