# Synthetic kinetics t=0 min (nitroxide adduct)
# Microwave Frequency: 9.85 GHz
# Field unit: mT
Field_mT	Intensity
344.82769	-2.3150363e-02
344.83942	5.7957501e-03
344.85115	1.5617720e-02
344.86288	1.0880116e-02
344.87461	-1.9227005e-02
344.88634	2.1420825e-02
344.89807	1.4029770e-02
344.90980	1.4100130e-02
344.92153	1.4901918e-02
344.93326	2.2087616e-02
344.94499	4.4860124e-02
344.95672	-1.2229182e-02
344.96845	9.4490910e-04
344.98018	3.5085384e-02
344.99191	-2.6758902e-02
345.00364	6.5121898e-03
345.01537	-1.3781649e-02
345.02710	-3.9572548e-04
345.03883	9.4957808e-03
345.05056	-3.8621307e-02
345.06229	-1.9848839e-02
345.07403	-2.8108690e-02
345.08576	-4.6211729e-03
345.09749	-1.3776199e-02
345.10922	3.0302864e-02
345.12095	-1.2062677e-02
345.13268	3.4274449e-02
345.14441	-8.1242185e-03
345.15614	5.4289615e-03
345.16787	7.9758087e-04
345.17960	2.3114912e-04
345.19133	-2.2542771e-02
345.20306	6.6950542e-03
345.21479	7.6786318e-03
345.22652	4.7575172e-03
345.23825	1.2429047e-02
345.24998	-1.6384092e-02
345.26171	-5.9507583e-03
345.27344	-1.3230422e-02
345.28517	-3.4082568e-02
345.29690	7.3515716e-03
345.30863	-1.2708924e-02
345.32036	-1.5535516e-03
345.33209	4.4996222e-02
345.34382	4.6070827e-03
345.35555	2.1491970e-03
345.36728	2.1479802e-02
345.37901	2.4927971e-02
345.39074	3.6258754e-02
345.40247	-1.0428772e-02
345.41420	3.5919614e-02
345.42593	-2.6262339e-03
345.43766	-2.3163606e-02
345.44939	-1.8576889e-02
345.46112	2.2157882e-02
345.47285	1.5251784e-02
345.48458	2.5651437e-02
345.49631	-1.8435521e-02
345.50804	-6.7948229e-03
345.51977	-2.3953358e-02
345.53150	-3.9510722e-02
345.54323	-3.6026886e-04
345.55496	3.1654901e-02
345.56669	2.2242760e-02
345.57842	-1.5542679e-02
345.59015	2.3350430e-02
345.60188	-1.1534521e-02
345.61361	6.2432885e-03
345.62534	1.6540845e-02
345.63707	-8.1506423e-03
345.64881	-1.7691669e-02
345.66054	1.2993342e-02
345.67227	-3.5429634e-03
345.68400	-1.1035610e-02
345.69573	1.2687039e-02
345.70746	-4.2982866e-03
345.71919	7.6584529e-03
345.73092	-1.9311030e-02
345.74265	1.4481701e-02
345.75438	-1.8932140e-02
345.76611	-7.7118631e-03
345.77784	-3.7431592e-02
345.78957	2.3180789e-02
345.80130	1.8738468e-03
345.81303	9.2566235e-03
345.82476	-3.4049603e-02
345.83649	3.0721014e-03
345.84822	-7.8863361e-03
345.85995	2.3941873e-02
345.87168	-3.1408787e-02
345.88341	7.0584787e-03
345.89514	2.1112845e-02
345.90687	-2.3845088e-02
345.91860	2.1838010e-03
345.93033	-2.1685544e-02
345.94206	8.6506115e-04
345.95379	6.6642646e-03
345.96552	2.6340372e-02
345.97725	3.3646214e-03
345.98898	-1.3791257e-02
346.00071	1.1519322e-02
346.01244	5.2578571e-05
346.02417	2.1604772e-02
346.03590	-1.2097786e-02
346.04763	2.6735429e-02
346.05936	3.3795847e-03
346.07109	4.8547032e-03
346.08282	2.0077595e-02
346.09455	-1.0593695e-02
346.10628	-1.0214821e-02
346.11801	1.0162011e-02
346.12974	-1.6768670e-03
346.14147	9.4163225e-04
346.15320	-8.0965554e-03
346.16493	-6.1527934e-03
346.17666	1.7252592e-02
346.18839	3.9218277e-02
346.20012	-2.7592026e-02
346.21185	3.0295738e-02
346.22359	1.4780942e-02
346.23532	2.4114320e-02
346.24705	3.5792199e-03
346.25878	-1.4697485e-02
346.27051	-4.0129394e-03
346.28224	-1.8553277e-02
346.29397	-3.3431664e-02
346.30570	-1.5577443e-03
346.31743	5.1832046e-03
346.32916	-5.6230269e-03
346.34089	3.7955118e-03
346.35262	-3.0953684e-02
346.36435	2.1122591e-02
346.37608	-3.1683765e-03
346.38781	8.1269603e-04
346.39954	1.4306935e-02
346.41127	-1.1284276e-02
346.42300	5.1897143e-02
346.43473	2.4973594e-02
346.44646	2.4637932e-02
346.45819	3.0298111e-03
346.46992	-1.4217719e-02
346.48165	1.0009614e-02
346.49338	-1.4573006e-02
346.50511	4.6683671e-03
346.51684	4.7015505e-03
346.52857	2.4710144e-02
346.54030	8.8227717e-03
346.55203	2.9889328e-03
346.56376	2.7748696e-02
346.57549	-2.3157621e-03
346.58722	-1.0633665e-02
346.59895	-1.0203887e-02
346.61068	2.9158115e-02
346.62241	6.4003319e-04
346.63414	-1.1470939e-02
346.64587	-3.9146652e-02
346.65760	-2.0868024e-02
346.66933	6.2557433e-03
346.68106	1.1717251e-02
346.69279	3.3284133e-02
346.70452	-1.3923510e-02
346.71625	9.9680499e-03
346.72798	2.5921909e-02
346.73971	-4.5710610e-02
346.75144	4.6226619e-02
346.76317	-2.2711289e-02
346.77490	-2.2729688e-02
346.78663	1.8678736e-02
346.79837	8.2845803e-03
346.81010	2.4313268e-02
346.82183	1.3024183e-02
346.83356	6.0627054e-03
346.84529	-2.5081258e-03
346.85702	-1.5498934e-02
346.86875	1.1799429e-02
346.88048	-3.8426811e-02
346.89221	-3.6752746e-03
346.90394	1.5624069e-02
346.91567	-2.3030359e-02
346.92740	1.6843392e-02
346.93913	1.9620819e-02
346.95086	1.5498764e-03
346.96259	-3.0332109e-03
346.97432	1.1096584e-02
346.98605	1.2861758e-02
346.99778	-4.9844288e-03
347.00951	4.1246558e-02
347.02124	3.0488009e-02
347.03297	2.0145047e-02
347.04470	2.8022031e-02
347.05643	2.6229503e-02
347.06816	-2.7605400e-02
347.07989	5.0925888e-02
347.09162	-2.8878061e-02
347.10335	4.2532394e-03
347.11508	-2.2135938e-02
347.12681	1.2729504e-02
347.13854	8.8848299e-03
347.15027	4.9161811e-03
347.16200	-5.7436227e-02
347.17373	1.6165448e-02
347.18546	5.1101800e-03
347.19719	-4.1062057e-02
347.20892	3.0308543e-02
347.22065	-2.9947518e-03
347.23238	-1.5147461e-02
347.24411	8.7068223e-03
347.25584	-1.0714111e-02
347.26757	7.9041909e-03
347.27930	-7.2294235e-03
347.29103	-1.7959750e-02
347.30276	-2.2869640e-02
347.31449	1.6203349e-02
347.32622	2.0777412e-03
347.33795	-1.5100842e-02
